[2026-05-14 02:00:00.184] [37016433] [INFO] [L3701643319T20260514020000183R16035] [数据交互|收到设备控制服务数据] |25车道--外设控制服务输入信息(ETC交易受理E1)为FFFF007000000196E10037016433190000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000405636413701085600047965C9BDB6AB370100011651202604012036040110200100000000000000000004C2B34242383336313500000000040B00176B080C08660007760008C50010BD024C56424A334A3056375345303434353636B8A3CCEFC5C6424A3130343545564A41FFFFFFFFFFFFFFFFFFFFFFFFFFFF000000000000000000000000000000000000FFFC7676C9BDB6AB370100011751370125052361000538362026040120360401C2B34242383336313500000000040BAA290037011011046A04A90C0B013D730A6A04BB67C2B34242383336313500000004020014B4FF0000104900AA290037011011046A04A90C0B013D730A6A04BB67C2B34242383336313500000004020014B4FFC9BDB6AB370100011751370125052361000538360001001328001049000A018092000000000013280A001049D3319D176F137BB5000000220000002200017786951999220101000000000000000000290B
[2026-05-14 02:01:38.499] [37016433] [INFO] [L370164335FT20260514020138496R16516] [数据交互|收到名单服务数据] |查询机构信息 响应：{"filename":"BASIC_ORG_LIST_RES_370164335F_20260514020138499.json","bizContent":"{\"orgtype\":1,\"ver\":\"26040701\",\"unifiedType\":null,\"code\":0,\"codeInfo\":\"查询成功有记录\",\"msgId\":\"370164335F2026051402089616\",\"bl_road\":\"23\",\"orgid\":\"500303\",\"receiveTime\":\"2026-05-14 02:01:38.499\",\"paraCode\":\"1\",\"orgname\":\"王台\",\"bl_area\":\"0200\",\"blCenter\":\"50\",\"verUseTime\":\"2026-04-24 00:00:00\",\"orgfullname\":\"王台收费站\",\"blSubCenter\":\"5003\",\"bl_owner\":-1}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:01:43.500] [37016433] [INFO] [L370164335FT20260514020143500R16539] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_370164335F_20260514020143500.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051402089617","hex":"370164335F","type":2},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:01:43"}
[2026-05-14 02:01:43.502] [37016433] [INFO] [L370164335FT20260514020143500R16539] [数据交互|收到名单服务数据] |查询全网车道-收费站信息 响应：{"filename":"BASIC_LANE_STATION_LIST_RES_370164335F_20260514020143502.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"stationHex\":\"37016433\",\"stationId\":\"G0015370050030\",\"stationName\":\"山东王台站\",\"tollLaneHex\":\"370164335F\",\"tollLaneId\":\"G00153700500302020950\",\"receiveTime\":\"2026-05-14T02:01:43.502\",\"msgId\":\"370164335F2026051402089617\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:01:43.503] [37016433] [INFO] [L370164335FT20260514020143503R16540] [数据交互|发送名单服务数据] |查询班次信息 请求：{"filename":"DUTYSHIFT_LIST_REQ_370164335F_20260514020143503.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051402089618"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:01:43"}
[2026-05-14 02:01:43.506] [37016433] [INFO] [L370164335FT20260514020143503R16540] [数据交互|收到名单服务数据] |查询班次信息 响应：{"filename":"DUTYSHIFT_LIST_RES_370164335F_20260514020143506.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"lDate\":\"2026-05-13\",\"groupCount\":\"第三班\",\"shiftCount\":\"06\",\"activeDate\":\"2010/06/15\",\"shiftTime\":\"20260513180000,20260514060000\",\"receiveTime\":\"2026-05-14T02:01:43.506\",\"msgId\":\"370164335F2026051402089618\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:01:43.506] [37016433] [INFO] [L370164335FT20260514020143506R16541] [数据交互|发送名单服务数据] |查询机构信息 请求：{"filename":"BASIC_ORG_LIST_REQ_370164335F_20260514020143506.json","sign":"NONE","bizContent":{"orgType":1,"auth":"cvicse","orgCode":"500303","msgId":"370164335F2026051402089619"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:01:43"}
[2026-05-14 02:01:43.509] [37016433] [INFO] [L370164335FT20260514020143506R16541] [数据交互|收到名单服务数据] |查询机构信息 响应：{"filename":"BASIC_ORG_LIST_RES_370164335F_20260514020143508.json","bizContent":"{\"orgtype\":1,\"ver\":\"26040701\",\"unifiedType\":null,\"code\":0,\"codeInfo\":\"查询成功有记录\",\"msgId\":\"370164335F2026051402089619\",\"bl_road\":\"23\",\"orgid\":\"500303\",\"receiveTime\":\"2026-05-14 02:01:43.508\",\"paraCode\":\"1\",\"orgname\":\"王台\",\"bl_area\":\"0200\",\"blCenter\":\"50\",\"verUseTime\":\"2026-04-24 00:00:00\",\"orgfullname\":\"王台收费站\",\"blSubCenter\":\"5003\",\"bl_owner\":-1}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:01:48.511] [37016433] [INFO] [L370164335FT20260514020148511R16561] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_370164335F_20260514020148511.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051402089620","hex":"370164335F","type":2},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:01:48"}
[2026-05-14 02:01:48.514] [37016433] [INFO] [L370164335FT20260514020148511R16561] [数据交互|收到名单服务数据] |查询全网车道-收费站信息 响应：{"filename":"BASIC_LANE_STATION_LIST_RES_370164335F_20260514020148513.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"stationHex\":\"37016433\",\"stationId\":\"G0015370050030\",\"stationName\":\"山东王台站\",\"tollLaneHex\":\"370164335F\",\"tollLaneId\":\"G00153700500302020950\",\"receiveTime\":\"2026-05-14T02:01:48.513\",\"msgId\":\"370164335F2026051402089620\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:01:48.514] [37016433] [INFO] [L370164335FT20260514020148514R16562] [数据交互|发送名单服务数据] |查询班次信息 请求：{"filename":"DUTYSHIFT_LIST_REQ_370164335F_20260514020148514.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051402089621"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:01:48"}
[2026-05-14 02:01:48.520] [37016433] [INFO] [L370164335FT20260514020148514R16562] [数据交互|收到名单服务数据] |查询班次信息 响应：{"filename":"DUTYSHIFT_LIST_RES_370164335F_20260514020148520.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"lDate\":\"2026-05-13\",\"groupCount\":\"第三班\",\"shiftCount\":\"06\",\"activeDate\":\"2010/06/15\",\"shiftTime\":\"20260513180000,20260514060000\",\"receiveTime\":\"2026-05-14T02:01:48.520\",\"msgId\":\"370164335F2026051402089621\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:01:48.520] [37016433] [INFO] [L370164335FT20260514020148520R16563] [数据交互|发送名单服务数据] |查询机构信息 请求：{"filename":"BASIC_ORG_LIST_REQ_370164335F_20260514020148520.json","sign":"NONE","bizContent":{"orgType":1,"auth":"cvicse","orgCode":"500303","msgId":"370164335F2026051402089622"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:01:48"}
[2026-05-14 02:01:48.524] [37016433] [INFO] [L370164335FT20260514020148520R16563] [数据交互|收到名单服务数据] |查询机构信息 响应：{"filename":"BASIC_ORG_LIST_RES_370164335F_20260514020148522.json","bizContent":"{\"orgtype\":1,\"ver\":\"26040701\",\"unifiedType\":null,\"code\":0,\"codeInfo\":\"查询成功有记录\",\"msgId\":\"370164335F2026051402089622\",\"bl_road\":\"23\",\"orgid\":\"500303\",\"receiveTime\":\"2026-05-14 02:01:48.522\",\"paraCode\":\"1\",\"orgname\":\"王台\",\"bl_area\":\"0200\",\"blCenter\":\"50\",\"verUseTime\":\"2026-04-24 00:00:00\",\"orgfullname\":\"王台收费站\",\"blSubCenter\":\"5003\",\"bl_owner\":-1}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:01:53.525] [37016433] [INFO] [L370164335FT20260514020153525R16586] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_370164335F_20260514020153525.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051402089623","hex":"370164335F","type":2},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:01:53"}
[2026-05-14 02:01:53.527] [37016433] [INFO] [L370164335FT20260514020153525R16586] [数据交互|收到名单服务数据] |查询全网车道-收费站信息 响应：{"filename":"BASIC_LANE_STATION_LIST_RES_370164335F_20260514020153527.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"stationHex\":\"37016433\",\"stationId\":\"G0015370050030\",\"stationName\":\"山东王台站\",\"tollLaneHex\":\"370164335F\",\"tollLaneId\":\"G00153700500302020950\",\"receiveTime\":\"2026-05-14T02:01:53.527\",\"msgId\":\"370164335F2026051402089623\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:01:53.528] [37016433] [INFO] [L370164335FT20260514020153528R16587] [数据交互|发送名单服务数据] |查询班次信息 请求：{"filename":"DUTYSHIFT_LIST_REQ_370164335F_20260514020153528.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051402089624"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:01:53"}
[2026-05-14 02:01:53.531] [37016433] [INFO] [L370164335FT20260514020153528R16587] [数据交互|收到名单服务数据] |查询班次信息 响应：{"filename":"DUTYSHIFT_LIST_RES_370164335F_20260514020153531.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"lDate\":\"2026-05-13\",\"groupCount\":\"第三班\",\"shiftCount\":\"06\",\"activeDate\":\"2010/06/15\",\"shiftTime\":\"20260513180000,20260514060000\",\"receiveTime\":\"2026-05-14T02:01:53.531\",\"msgId\":\"370164335F2026051402089624\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:01:53.531] [37016433] [INFO] [L370164335FT20260514020153531R16588] [数据交互|发送名单服务数据] |查询机构信息 请求：{"filename":"BASIC_ORG_LIST_REQ_370164335F_20260514020153531.json","sign":"NONE","bizContent":{"orgType":1,"auth":"cvicse","orgCode":"500303","msgId":"370164335F2026051402089625"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:01:53"}
[2026-05-14 02:01:53.534] [37016433] [INFO] [L370164335FT20260514020153531R16588] [数据交互|收到名单服务数据] |查询机构信息 响应：{"filename":"BASIC_ORG_LIST_RES_370164335F_20260514020153533.json","bizContent":"{\"orgtype\":1,\"ver\":\"26040701\",\"unifiedType\":null,\"code\":0,\"codeInfo\":\"查询成功有记录\",\"msgId\":\"370164335F2026051402089625\",\"bl_road\":\"23\",\"orgid\":\"500303\",\"receiveTime\":\"2026-05-14 02:01:53.533\",\"paraCode\":\"1\",\"orgname\":\"王台\",\"bl_area\":\"0200\",\"blCenter\":\"50\",\"verUseTime\":\"2026-04-24 00:00:00\",\"orgfullname\":\"王台收费站\",\"blSubCenter\":\"5003\",\"bl_owner\":-1}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:01:58.535] [37016433] [INFO] [L370164335FT20260514020158535R16608] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_370164335F_20260514020158535.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051402089626","hex":"370164335F","type":2},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:01:58"}
[2026-05-14 02:01:58.538] [37016433] [INFO] [L370164335FT20260514020158535R16608] [数据交互|收到名单服务数据] |查询全网车道-收费站信息 响应：{"filename":"BASIC_LANE_STATION_LIST_RES_370164335F_20260514020158537.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"stationHex\":\"37016433\",\"stationId\":\"G0015370050030\",\"stationName\":\"山东王台站\",\"tollLaneHex\":\"370164335F\",\"tollLaneId\":\"G00153700500302020950\",\"receiveTime\":\"2026-05-14T02:01:58.537\",\"msgId\":\"370164335F2026051402089626\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:01:58.538] [37016433] [INFO] [L370164335FT20260514020158538R16609] [数据交互|发送名单服务数据] |查询班次信息 请求：{"filename":"DUTYSHIFT_LIST_REQ_370164335F_20260514020158538.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051402089627"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:01:58"}
[2026-05-14 02:01:58.541] [37016433] [INFO] [L370164335FT20260514020158538R16609] [数据交互|收到名单服务数据] |查询班次信息 响应：{"filename":"DUTYSHIFT_LIST_RES_370164335F_20260514020158541.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"lDate\":\"2026-05-13\",\"groupCount\":\"第三班\",\"shiftCount\":\"06\",\"activeDate\":\"2010/06/15\",\"shiftTime\":\"20260513180000,20260514060000\",\"receiveTime\":\"2026-05-14T02:01:58.541\",\"msgId\":\"370164335F2026051402089627\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:01:58.541] [37016433] [INFO] [L370164335FT20260514020158541R16610] [数据交互|发送名单服务数据] |查询机构信息 请求：{"filename":"BASIC_ORG_LIST_REQ_370164335F_20260514020158541.json","sign":"NONE","bizContent":{"orgType":1,"auth":"cvicse","orgCode":"500303","msgId":"370164335F2026051402089628"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:01:58"}
[2026-05-14 02:01:58.545] [37016433] [INFO] [L370164335FT20260514020158541R16610] [数据交互|收到名单服务数据] |查询机构信息 响应：{"filename":"BASIC_ORG_LIST_RES_370164335F_20260514020158543.json","bizContent":"{\"orgtype\":1,\"ver\":\"26040701\",\"unifiedType\":null,\"code\":0,\"codeInfo\":\"查询成功有记录\",\"msgId\":\"370164335F2026051402089628\",\"bl_road\":\"23\",\"orgid\":\"500303\",\"receiveTime\":\"2026-05-14 02:01:58.543\",\"paraCode\":\"1\",\"orgname\":\"王台\",\"bl_area\":\"0200\",\"blCenter\":\"50\",\"verUseTime\":\"2026-04-24 00:00:00\",\"orgfullname\":\"王台收费站\",\"blSubCenter\":\"5003\",\"bl_owner\":-1}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:02:02.316] [37016433] [INFO] [L3701643300T20260514020202316R16623] [定时任务] |外设控制服务心跳检测开始...
[2026-05-14 02:02:02.316] [37016433] [INFO] [L3701643300T20260514020202316R16624] [定时任务] |外设控制服务上线检测开始...
[2026-05-14 02:02:03.546] [37016433] [INFO] [L370164335FT20260514020203545R16635] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_370164335F_20260514020203546.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051402089629","hex":"370164335F","type":2},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:02:03"}
[2026-05-14 02:02:03.549] [37016433] [INFO] [L370164335FT20260514020203545R16635] [数据交互|收到名单服务数据] |查询全网车道-收费站信息 响应：{"filename":"BASIC_LANE_STATION_LIST_RES_370164335F_20260514020203549.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"stationHex\":\"37016433\",\"stationId\":\"G0015370050030\",\"stationName\":\"山东王台站\",\"tollLaneHex\":\"370164335F\",\"tollLaneId\":\"G00153700500302020950\",\"receiveTime\":\"2026-05-14T02:02:03.549\",\"msgId\":\"370164335F2026051402089629\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:02:03.549] [37016433] [INFO] [L370164335FT20260514020203549R16636] [数据交互|发送名单服务数据] |查询班次信息 请求：{"filename":"DUTYSHIFT_LIST_REQ_370164335F_20260514020203549.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051402089630"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:02:03"}
[2026-05-14 02:02:03.553] [37016433] [INFO] [L370164335FT20260514020203549R16636] [数据交互|收到名单服务数据] |查询班次信息 响应：{"filename":"DUTYSHIFT_LIST_RES_370164335F_20260514020203552.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"lDate\":\"2026-05-13\",\"groupCount\":\"第三班\",\"shiftCount\":\"06\",\"activeDate\":\"2010/06/15\",\"shiftTime\":\"20260513180000,20260514060000\",\"receiveTime\":\"2026-05-14T02:02:03.552\",\"msgId\":\"370164335F2026051402089630\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:02:03.553] [37016433] [INFO] [L370164335FT20260514020203553R16637] [数据交互|发送名单服务数据] |查询机构信息 请求：{"filename":"BASIC_ORG_LIST_REQ_370164335F_20260514020203553.json","sign":"NONE","bizContent":{"orgType":1,"auth":"cvicse","orgCode":"500303","msgId":"370164335F2026051402089631"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T02:02:03"}
[2026-05-14 02:02:03.556] [37016433] [INFO] [L370164335FT20260514020203553R16637] [数据交互|收到名单服务数据] |查询机构信息 响应：{"filename":"BASIC_ORG_LIST_RES_370164335F_20260514020203555.json","bizContent":"{\"orgtype\":1,\"ver\":\"26040701\",\"unifiedType\":null,\"code\":0,\"codeInfo\":\"查询成功有记录\",\"msgId\":\"370164335F2026051402089631\",\"bl_road\":\"23\",\"orgid\":\"500303\",\"receiveTime\":\"2026-05-14 02:02:03.555\",\"paraCode\":\"1\",\"orgname\":\"王台\",\"bl_area\":\"0200\",\"blCenter\":\"50\",\"verUseTime\":\"2026-04-24 00:00:00\",\"orgfullname\":\"王台收费站\",\"blSubCenter\":\"5003\",\"bl_owner\":-1}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 02:02:04.481] [37016433] [INFO] [L3701643300T20260514020204480R16638] [定时任务] |车辆交易数据过期检测开始...
[2026-05-14 02:02:04.481] [37016433] [INFO] [L3701643300T20260514020204480R16638] [定时任务] |清理过期的ETC车道车辆交易数据：6CE25A26
[2026-05-14 02:02:04.481] [37016433] [INFO] [L3701643300T20260514020204480R16638] [定时任务] |清理过期的ETC车道车辆交易数据：6CD02BAE
[2026-05-14 02:02:04.481] [37016433] [INFO] [L3701643300T20260514020204480R16638] [定时任务] |特情车辆交易数据过期检测开始...
[2026-05-14 02:02:04.481] [37016433] [INFO] [L3701643300T20260514020204480R16638] [定时任务] |清理过期的匝道车辆交易数据：6CD02BAE
[2026-05-14 02:02:07.807] [37016433] [INFO] [L370164335FT20260514020207807R16648] [数据交互|收到设备控制服务数据] |95车道--外设控制服务输入信息(ETC交易受理E1)为FFFF004000000196E100370164335F00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006D7D4DD43201622498001788BDADCBD5320100011640202405292029052810200100000000000000000000C2B34233304638430000000000000B00176B08C00D16000000000C8000118F034C564256334A4242325059303038383133C7E1D0CDCFE1CABDBBF5B3B500000000FFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000000000000000000000007F9CE80BBDADCBD5320100011740320124012331100647622024052920290528C2B34233304638430000000000000BAA290037016411036A04AC030B013C72096A04B9C8C2B3423330463843000000000002002774FF00000C7800AA290037016411036A04AC030B013C72096A04B9C8C2B3423330463843000000000002002774FFBDADCBD5320100011740320124012331100647620001000EAC000C7800080143AC00000000000EAC08000C78E065A04343FCB417000000200000002000017786953277020301000000000000000000B5B8
[2026-05-14 02:02:07.808] [37016433] [INFO] [L370164335FT20260514020207807R16649] [6D7D4DD4] [处理流程|车辆交易数据处理] |95车道交易受理--解析交易受理请求成功，开始处理
[2026-05-14 02:02:07.808] [37016433] [INFO] [L370164335FT20260514020207807R16649] [6D7D4DD4] [OBU信息|系统信息] |收到OBU信息，标签号：6D7D4DD4；OBU序列号：3201622498001788；启用时间：20240529；到期时间：20290528；发行方：江苏32010001；OBU状态：00100000
[2026-05-14 02:02:07.808] [37016433] [INFO] [L370164335FT20260514020207807R16649] [6D7D4DD4] [OBU信息|车辆信息] |收到OBU车辆信息，车牌号：鲁B30F8C；车牌颜色：0；车型：11；车辆用户类型：0；核载质量：0；整备质量：3200；车辆总重：4495；核载人数：3
[2026-05-14 02:02:07.808] [37016433] [INFO] [L370164335FT20260514020207807R16649] [6D7D4DD4] [OBU信息|EF04信息] |EF04中0019：AA290037016411036A04AC030B013C72096A04B9C8C2B3423330463843000000000002002774FF  交易标识：AA2900；通行路网号：3701；通行收费站：6411；通行车道：03；通行时间：2026-05-14 00:51:15；通行车型：11；通行状态：01；通行门架编号：3C7209；通行门架时间：2026-05-14 01:50:00；车牌号：鲁B30F8C；车牌颜色：0；货车轴数：2；货车总重：10100；车辆状态标识：FF 
