[2026-05-14 00:00:02.559] [37016433] [INFO] [L3701643351T20260514000002559R85805] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_3701643351_20260514000002559.json","sign":"NONE","bizContent":{"msgId":"37016433512026051400088851","hex":"3701643351","type":2},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:00:02"}
[2026-05-14 00:01:16.516] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|有效性判断] |查询牌识数据 根据370164335F_鲁UV0267_1未查询到牌识数据
[2026-05-14 00:01:16.516] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|有效性判断] |查询车轴型数据 根据370164335F_鲁UV0267_1未查询到车轴型数据
[2026-05-14 00:01:16.516] [37016433] [INFO] [L370164335FT20260514000116503R86121] [数据交互|发送名单服务数据] |查询称重信息 请求：{"filename":"ENREFUSE_LIST_REQ_370164335F_20260514000116516.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051400088863","laneFlag":2,"vehicleId":"鲁UV0267_1"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:01:16"}
[2026-05-14 00:01:16.519] [37016433] [INFO] [L370164335FT20260514000116503R86121] [数据交互|收到名单服务数据] |查询称重信息 响应：{"filename":"ENREFUSE_LIST_RES_370164335F_20260514000116520.json","bizContent":"{\"code\":1,\"codeInfo\":\"根据车牌[鲁UV0267]查询称重信息查询无记录，vehicleId：鲁UV0267_1\",\"receiveTime\":\"2026-05-14T00:01:16.520\",\"msgId\":\"370164335F2026051400088863\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 00:01:16.519] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|有效性判断] |查询治超系统称重数据 未查询到鲁UV0267_1的称重信息
[2026-05-14 00:01:16.519] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|有效性判断] |比对入出口车牌是否一致 0019文件车牌：鲁UV0267；OBU内车牌：鲁UV0267；一致
[2026-05-14 00:01:16.520] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|有效性判断] |查询车辆是否重取TAC 该车辆上次入口站：37012452，上次通行状态：01，上次通行时间：2026-05-13 23:54:54；非重取TAC车辆
[2026-05-14 00:01:16.520] [37016433] [INFO] [L370164335FT20260514000116503R86121] [数据交互|发送名单服务数据] |查询全网车道-收费站信息 请求：{"filename":"BASIC_LANE_STATION_LIST_REQ_370164335F_20260514000116520.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051400088864","hex":"3701245203","type":2},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:01:16"}
[2026-05-14 00:01:16.522] [37016433] [INFO] [L370164335FT20260514000116503R86121] [数据交互|收到名单服务数据] |查询全网车道-收费站信息 响应：{"filename":"BASIC_LANE_STATION_LIST_RES_370164335F_20260514000116521.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"stationHex\":\"37012452\",\"stationId\":\"G0022370060020\",\"stationName\":\"山东王台南站\",\"tollLaneHex\":\"3701245203\",\"tollLaneId\":\"G00223700600201010030\",\"receiveTime\":\"2026-05-14T00:01:16.521\",\"msgId\":\"370164335F2026051400088864\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 00:01:16.522] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|有效性判断] |判断入口信息是否有效 入口站：37012452，入口车道3701245203；查询到入口站名称：山东王台南站；入口信息合法
[2026-05-14 00:01:16.522] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|有效性判断] |判断入口信息是否有效 0019文件中入口时间：2026-05-13T23:54:54；通行状态为：01；入口路网号为：3701；入口站为：2452；前3位字节为：AA2900；入口信息有效
[2026-05-14 00:01:16.523] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|有效性判断] |查询OBU入口信息是否有效 EF04内入口站为：2452，入口时间为：2026-05-13 23:54:54；通行省份个数为：1；第320－322字节为：AA2900；有效
[2026-05-14 00:01:16.523] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|有效性判断] |查询ETC卡与OBU EF04内卡片文件是否一致 EF04内卡号为：2304232367692691，0015内卡号为：2304232367692691；一致，
[2026-05-14 00:01:16.523] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|有效性判断] |查询ETC卡与OBU EF04内卡片文件是否一致 EF04内入口站为：2452，入口时间为：2026-05-13 23:54:54；0019内入口站为：2452，入口时间为：2026-05-13 23:54:54，一致
[2026-05-14 00:01:16.523] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|有效性判断] |查询入出口车型是否一致 0019文件车型：22；OBU内车型：22；一致
[2026-05-14 00:01:16.523] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|有效性判断] |判断是否为反向车辆 该车辆上次入口站：37012452，上次通行状态：01，上次通行时间：2026-05-13 23:54:54；非反向车辆
[2026-05-14 00:01:16.523] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|有效性判断] |判断是否为U转车辆 该车辆上次入口站：37012452，上次通行状态：01，上次通行时间：2026-05-13 23:54:54；非U转车辆
[2026-05-14 00:01:16.523] [37016433] [INFO] [L370164335FT20260514000116503R86121] [数据交互|发送名单服务数据] |查询节假日免费时段信息 请求：{"filename":"FREE_TIME_LIST_REQ_370164335F_20260514000116523.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051400088865"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:01:16"}
[2026-05-14 00:01:16.525] [37016433] [INFO] [L370164335FT20260514000116503R86121] [数据交互|收到名单服务数据] |查询节假日免费时段信息 响应：{"filename":"FREE_TIME_LIST_RES_370164335F_20260514000116524.json","bizContent":"{\"code\":0,\"codeInfo\":\"查询成功有记录\",\"freeTime\":[{\"spare4\":\"81\",\"spare3\":\"1\",\"beginTime\":\"2026-02-15T00:00:00\",\"endTime\":\"2026-02-24T00:00:00\",\"spare2\":\"1000000000000000000000\",\"spare1\":\"春节\"},{\"spare4\":\"82\",\"spare3\":\"1\",\"beginTime\":\"2026-04-04T00:00:00\",\"endTime\":\"2026-04-07T00:00:00\",\"spare2\":\"1000000000000000000000\",\"spare1\":\"清明节\"},{\"spare4\":\"83\",\"spare3\":\"1\",\"beginTime\":\"2026-05-01T00:00:00\",\"endTime\":\"2026-05-06T00:00:00\",\"spare2\":\"1000000000000000000000\",\"spare1\":\"劳动节\"},{\"spare4\":\"84\",\"spare3\":\"1\",\"beginTime\":\"2026-10-01T00:00:00\",\"endTime\":\"2026-10-08T00:00:00\",\"spare2\":\"1000000000000000000000\",\"spare1\":\"国庆节\"}],\"receiveTime\":\"2026-05-14T00:01:16.524\",\"msgId\":\"370164335F2026051400088865\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 00:01:16.525] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|有效性判断] |判断是否为节假日车辆 车型：22，出口时间：2026-05-14T00:01:16；非节假日车辆
[2026-05-14 00:01:16.526] [37016433] [INFO] [L370164335FT20260514000116503R86121] [数据交互|发送名单服务数据] |查询参数版本信息 请求：{"filename":"BASIC_PARAM_VERSIONQUERY_REQ_370164335F_20260514000116526.json","sign":"NONE","bizContent":{"msgId":"370164335F2026051400088866"},"signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:01:16"}
[2026-05-14 00:01:16.528] [37016433] [INFO] [L370164335FT20260514000116503R86121] [数据交互|收到名单服务数据] |查询参数版本信息 响应：{"filename":"BASIC_PARAM_VERSIONQUERY_RES_370164335F_20260514000116528.json","bizContent":"{\"holidayVersion\":\"26012301_2026-01-23T00:00:00\",\"code\":0,\"gbCardBListVersion\":\"76051101_2026-05-11T12:00:01\",\"areaCodeVersion\":\"21011401_2021-01-11T00:00:00\",\"codeInfo\":\"查询成功有记录\",\"orgCodeVersion\":\"26040701_2026-04-24T00:00:00\",\"msgId\":\"370164335F2026051400088866\",\"operVersion\":\"26040301_1900-01-01T00:00:00\",\"gantryVersion\":\"26040701_2026-04-24T00:00:00\",\"greylistVersion\":\"70513096_2026-05-13T23:45:00\",\"underRelationVersion\":\"26040701_2026-04-24T00:00:00\",\"SpfuncVersion\":\"26012301_2026-01-23T00:00:00\",\"basicInfoVersion\":\"20260513_2026-05-13T01:00:46\",\"spfuncVersion\":\"26012301_2026-01-23T00:00:00\",\"gbCardBListCreVersion\":\"70513288_2026-05-13T23:55:01\",\"gbAllPathVersion\":\"26050902_2026-05-09T00:00:00|26051501_2026-05-15T00:00:00\",\"publishVersion\":\"24120601_1900-01-01T00:00:00\",\"sysParaVersion\":\"24120601_1900-01-01T00:00:00\",\"gbVBListVersion\":\"26051396_2026-05-13T23:45:01\",\"emergencyAppointVersion\":\"26051396_2026-05-13T23:45:01\",\"receiveTime\":\"2026-05-14 00:01:16.528\",\"shortPathVersion\":\"26040701_2026-04-24T00:00:00\",\"shiftVersion\":\"10061502_2010-06-15T15:30:11\",\"heavyTransVersion\":\"26051365_2026-05-13T16:00:01\",\"greenTrafficVersion\":\"26051395_2026-05-13T23:45:01\",\"vgListVersion\":\"66000800_2026-05-13T00:00:00|66000800_2026-05-13T00:00:00\"}","sign":"NONE","errorMsg":"成功","statusCode":0}
[2026-05-14 00:01:16.528] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|有效性判断] |鲁UV0267_1校验结束---
[2026-05-14 00:01:16.528] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|车辆交易数据处理] |95车道匝道出口交易受理--校验通过，车辆鲁UV0267开始进行计费
[2026-05-14 00:01:16.528] [37016433] [INFO] [L370164335FT20260514000116503R86121] [数据交互|发送计费服务数据] |调用出口计费服务 请求：{"filename":"BASIC_FEE_EXCALC_REQ_370164335F_20260514000116528.json","auth":"cvicse","bizContent":{"cPUCardType":23,"cPUVersion":40,"eTCCARD0002":"4294671224","eTCCARD0015":"C9BDB6AB370100011740370123042323676926912025040320350403C2B355563032363700000000000116","eTCCARD0019":"AA290037012452036A049ECE16013D730A6A049FD9C2B3555630323637000000000102003EBCFF00000174","enAxleCount":2,"enStationHex":"37012452","enStationId":"G0022370060020","enTime":"2026-05-13T23:54:54","enTollLaneId":"G00223700600201010030","enVehicleType":22,"exAxleCount":2,"exStationHex":"37016433","exStationId":"G0015370050030","exTime":"2026-05-14T00:01:16","exTollLaneId":"G00153700500302020950","exVehicleType":22,"isDiscount":1,"issuerId":"370101","mediaNo":"3701024424543772","mediaType":1,"msgId":"370164335F2026051400088860","oBUEF01":"C2B3555630323637000000000001160023BE09F60C8000000000390800465002000000000000000015531BD7386D865492000000000000000000AEB769E0751CA5FFFFFFFFFFFFFFFFFFFFFFFFFFFF0000000000000000000000000000000000","oBUEF04":"AA290037012452036A049ECE16013D730A6A049FD9C2B3555630323637000000000102003EBCFFC9BDB6AB3701000117403701230423236769269100010001B600017400030013B1000000000001B603000174F1BD62DDD750FB98","passId":"013701230423236769269120260513235454","pathInfo":[{"gantryHex":"3D730A","gantryType":"1","passTime":"2026-05-13 23:59:21"}],"pathInfoEdited":"0","preBalance":4294671224,"spare2":6,"spare4":"1","transPayType":1,"validShortFee":1,"vehicleClass":0,"vehicleId":"鲁UV0267_1","vehicleSign":"0xff","vehicleUserType":0},"sign":"NONE","signType":"NONE","version":"2.0","encryptType":"NONE","timestamp":"2026-05-14T00:01:16"}
[2026-05-14 00:01:16.555] [37016433] [INFO] [L370164335FT20260514000116503R86121] [数据交互|收到计费服务数据] |调用出口计费服务 响应：{"statusCode":0,"errorMsg":"响应成功","sign":"NONE","bizContent":"{\"billingVehicleType\":22,\"calCostTime\":21,\"checkCode\":\"h5N,0D&X|37012452|2026-05-13T23:54:54|37016433|G00153700500302020950|1|3701024424543772|2|22|22|0|2|372|438|66|5041|013701230423236769269120260513235454|0xff|1|22\",\"code\":\"0\",\"codeInfo\":\"计费成功\",\"cpcFeeInfo\":null,\"diffFeeInfo\":null,\"diffInfo\":null,\"diffState\":0,\"diffTotalDiscountFee\":null,\"diffTotalPayFee\":null,\"diffTotalRealFee\":null,\"discountType\":null,\"etcFeeInfo\":{\"discountFee\":66,\"fee\":372,\"feeInfo\":{\"cardFee\":0,\"discountFee\":0,\"discountFeeGroup\":\"0\",\"feeCalcSpecials\":\"0\",\"feeGroup\":\"0\",\"feeInfo1\":\"G:G001537005000920010|T:2026-05-14T00:01:16|ES:37012452|ET:2026-05-13T23:54:54|LG:3D730A|LT:2026-05-13 23:59:21|TT:1|PH:C2B355563032363700000000|PC:1|VT:22|EVT:22|EAC:2|TW:0|VSF:255|BH:|PSL:438|RSL:372|CN:3701|UT:0|CT:23|SP1:0|MV:20241216006|PV:20260509002|vc:0|vt:22|ac:2|ad:0|R:0,201,0=,0:0 ECODE:0x20000\",\"feeInfo2\":\"2\",\"feeInfo3\":\"3D730B|372\",\"feeLogMsg\":null,\"feeMileage\":5041,\"feeProvBeginHexFit\":\"\",\"feeProvBeginTimeFit\":\"\",\"feeProvSumLocal\":372,\"feeSpare1\":438,\"feeSpare2\":0,\"feeSpare3\":\"\",\"feeVehicleType\":22,\"fitProvFlag\":0,\"gantryPassHexFit\":\"\",\"gantryPassNumFit\":0,\"pathFitFlag\":0,\"payFee\":0,\"payFeeGroup\":\"0\",\"provMinFee\":\"\",\"rateVersion\":\"3720260509002|3720260509002\",\"realFee\":0,\"tollIntervalIDs\":\"G0015370050009201\"},\"feeMileage\":5041,\"payFee\":438},\"exitFeeType\":1,\"lanespinfo\":\"\",\"miniFeeInfo\":{\"calMinFeeFee\":400,\"calMinFeeFee95\":372,\"calMinFeeMileage\":5041,\"calMinFeediscountFee\":28,\"feeInfo\":null,\"spcRateVersion\":\"26050902\",\"splitProvince\":[{\"calMinFeeFee\":400,\"calMinFeeFee95\":372,\"calMinFeeMileage\":5041,\"calMinFeediscountFee\":28,\"discountFeeGroup\":\"0|0|0|0\",\"feeGroup\":\"0|153|285|0\",\"payFeeGroup\":\"0|153|285|0\",\"provinceId\":37,\"provincesDiscountFee\":null,\"rateVersion\":\"3720260509002|3720260509002\",\"tollIntervalsCount\":4,\"tollIntervalsGroup\":\"G002237006001610|G002237006000510|G001537006001220|G001537005000920\",\"transTimeGroup\":\"2026-05-13T23:54:54|2026-05-13T23:54:54|2026-05-13T23:54:54|2026-05-13T23:54:54\"}]},\"msgId\":\"370164335F2026051400088860\",\"onlineFeeInfo\":null,\"openFeeInfo\":null,\"originFee\":null,\"paraVer\":\"8420260509002\",\"preParaVer\":\"\",\"provinceDiscountFee\":null,\"rateVersion\":\"3720260509002|3720260509002\",\"receiveTime\":\"2026-05-14T00:01:16\",\"spcRateVersion\":\"26050902\",\"specialType\":\"\"}","filename":"BASIC_FEE_EXCALC_RES_370164335F_20260514000116531.json"}
[2026-05-14 00:01:16.556] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|车辆交易数据处理] |95车道匝道出口交易受理--车辆鲁UV0267计费成功
[2026-05-14 00:01:16.556] [37016433] [INFO] [L370164335FT20260514000116503R86121] [数据交互|发送设备控制服务数据] |95车道发送指令到外设控制服务:FFFF000100000137E1000000370164335F0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000221C14B6370102442454377200000000C2B35556303236370000000001160002000000003EBC011700000174000000420000017420260514000116000000000000AA2900370164335F6A04A04C16043D730B6A04A04CC2B3555630323637000000000102FFFFFFFF000001745F000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020000000002000034B2
[2026-05-14 00:01:16.556] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|车辆交易数据处理] |95车道匝道出口交易--车辆鲁UV0267交易受理流程结束
[2026-05-14 00:01:16.839] [37016433] [INFO] [L370164335FT20260514000116839R86125] [数据交互|收到设备控制服务数据] |95车道--外设控制服务输入信息(ETC交易结果受理E2)为FFFF002000000073E200370164335F0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000221C14B63701024424543772C2B355563032363700000000012137000724D920260514000116093B7CBEAF03EF0002B82DFFFB7A0400FB06019F9433
[2026-05-14 00:01:16.839] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|车辆交易数据处理] |95车道交易结果受理--解析交易结果受理请求成功，开始处理
[2026-05-14 00:01:16.840] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|车辆交易数据处理] |车牌鲁UV0267小班汇总开始
[2026-05-14 00:01:16.840] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|车辆交易数据处理] |95车道鲁UV0267已完成小班汇总,班次为G0015370050030202095020260513180227999999999
[2026-05-14 00:01:16.840] [37016433] [INFO] [L370164335FT20260514000116503R86121] [221C14B6] [处理流程|流水生成] |95车道匝道出口交易结果受理--车辆鲁UV0267交易成功，生成交易成功流水
[2026-05-14 00:01:16.840] [37016433] [INFO] [L0000000000T20260423155201467R00016] [数据交互|发送消息服务数据] |发布【E/37/035/035/37016433/370164335F/Push/Cvicse/SummaryData】：{"badInvNum":0,"cashIndemnity":0,"cpcCnt":0,"curHolidayMotorCadeVcnt":0,"curMotorCadeVcnt":0,"damCardCnt":0,"endTime":"2026-05-14 06:00:00","etcCardCnt":57,"etcFee":251842,"inductCnt":57,"invEndNo":"0","invNum":0,"invStartNo":"1","laneId":"95","laneStatus":"1","msgId":"370164335F2026051400088867","operId":"999999999","operName":"ETC操作员1","papCnt":0,"pushTime":"2026-05-14T00:01:16","shiftCode":6,"shiftName":"第三班","shiftTime":"2026-05-14 06:00:00","startTime":"2026-05-13 18:02:27","thirdIndemnity":0,"thirdPayFee":0,"totalHolidayMotorCadeVCnt":0,"totalMotorCadeVCnt":0,"totalPayFee":0,"vCnt":57,"workDate":"2026-05-13 00:00:00"}
[2026-05-14 00:01:16.841] [37016433] [INFO] [L3701643300T20260514000116841R86127] [ ] [处理流程|流水生成] |redis入库成功--key：WASTE_WORKSUM370164335F,value：{"alipayCardFee":0,"alipayFee":0,"autoSwitchDate":1778709600000,"bL_Center":"50","bL_SubCenter":"5003","badInvNum":0,"batchNum":"G0015370050030202095020260513180227999999999","blRoad":"23","cPCCnt":0,"cashCardFee":0,"cashFee":0,"cashFreeMoney":0,"cashRebateMoney":0,"cashRecordCnt":0,"chargeMode":1,"checkFlag":0,"checkTime":1778666547248,"curHolidayMotorCadeVCnt":0,"curMotorCadeVCnt":0,"damCardCnt":0,"endTime":"2026-05-14T06:00:00","etcCardCnt":57,"etcCardFee":0,"etcFee":251842,"exTollLaneHex":"370164335F","exTollStationHex":"37016433","finishFlag":false,"fworkDate":null,"gantrySerialNum":1407,"inductCnt":57,"invEndNo":"0","invNum":0,"invStartNo":"1","lane":"95","laneId":"G00153700500302020950","laneType":1,"laneTypeIdentification":6,"modifyFlag":null,"motorcadeFlag":false,"papCnt":0,"posFreeMoney":14056,"posRebateMoney":0,"serialNum":89,"shift":"06","shiftName":"第三班","shiftTransCount":0,"shiftTransFeeSum":0,"spare1":null,"spare2":null,"startTime":"2026-05-13T18:02:27","station":"500303","stationId":"G0015370050030","stationName":"山东王台站","statusFlag":"1","thirdCardFee":0,"thirdPayFee":0,"ticketFee":0,"tollCollectorId":"999999999","tollCollectorName":"ETC操作员1","totalHolidayMotorCadeVCnt":0,"totalMotorCadeVCnt":0,"transCnt":0,"transFeeSum":0,"underGantryHex":"3D730B","underGantryId":"G001537005000920010","unifiedFee":0,"unipayCardFee":0,"unipayFee":0,"unpayCardCost":0,"vCnt":57,"weChatCardFee":0,"weChatFee":0,"workDate":"2026-05-13 00:00:00"}
